Customer ID,Recency,Frequency,Monetary,Quantity,Avg_Price_Per_Unit,Age,Gender,Product_Category,Last_Purchase_Date,Cluster,Segment_Name
CUST076,283,1,100,2,50.0,22,Female,Electronics,2023-03-25,2,Low-Value Inactive Customers
CUST077,177,1,100,2,50.0,47,Female,Clothing,2023-07-09,1,Low-Value Recent Customers
CUST078,185,1,1500,3,500.0,47,Female,Clothing,2023-07-01,0,High-Value Inactive Customers
CUST079,259,1,300,1,300.0,34,Male,Beauty,2023-04-18,2,Low-Value Inactive Customers
CUST080,23,1,60,2,30.0,64,Female,Clothing,2023-12-10,1,Low-Value Recent Customers
CUST081,230,1,50,1,50.0,40,Male,Electronics,2023-05-17,2,Low-Value Inactive Customers
CUST082,7,1,200,4,50.0,32,Female,Beauty,2023-12-26,1,Low-Value Recent Customers
CUST083,17,1,100,2,50.0,54,Male,Electronics,2023-12-16,1,Low-Value Recent Customers
CUST084,35,1,90,3,30.0,38,Female,Electronics,2023-11-28,1,Low-Value Recent Customers
CUST085,330,1,150,3,50.0,31,Male,Clothing,2023-02-06,2,Low-Value Inactive Customers
CUST086,55,1,90,3,30.0,19,Male,Beauty,2023-11-08,1,Low-Value Recent Customers
CUST087,41,1,100,2,50.0,28,Female,Beauty,2023-11-22,1,Low-Value Recent Customers
CUST088,279,1,500,1,500.0,56,Male,Clothing,2023-03-29,2,Low-Value Inactive Customers
CUST089,93,1,2000,4,500.0,55,Female,Electronics,2023-10-01,3,High-Value Recent Customers
CUST090,241,1,30,1,30.0,51,Female,Electronics,2023-05-06,2,Low-Value Inactive Customers
CUST091,283,1,500,1,500.0,55,Female,Electronics,2023-03-25,2,Low-Value Inactive Customers
CUST092,130,1,120,4,30.0,51,Female,Electronics,2023-08-25,1,Low-Value Recent Customers
CUST093,172,1,2000,4,500.0,35,Female,Beauty,2023-07-14,3,High-Value Recent Customers
CUST094,228,1,1000,2,500.0,47,Female,Beauty,2023-05-19,0,High-Value Inactive Customers
CUST095,39,1,60,2,30.0,32,Female,Clothing,2023-11-24,1,Low-Value Recent Customers
CUST096,14,1,600,2,300.0,44,Female,Clothing,2023-12-19,1,Low-Value Recent Customers
CUST097,81,1,1000,2,500.0,51,Female,Beauty,2023-10-13,3,High-Value Recent Customers
CUST098,254,1,100,2,50.0,55,Female,Beauty,2023-04-23,2,Low-Value Inactive Customers
CUST099,16,1,1200,4,300.0,50,Female,Electronics,2023-12-17,3,High-Value Recent Customers
CUST100,200,1,30,1,30.0,41,Male,Electronics,2023-06-16,2,Low-Value Inactive Customers
CUST1000,265,1,120,4,30.0,47,Male,Electronics,2023-04-12,2,Low-Value Inactive Customers
CUST101,338,1,600,2,300.0,32,Male,Clothing,2023-01-29,2,Low-Value Inactive Customers
CUST102,249,1,50,2,25.0,47,Female,Beauty,2023-04-28,2,Low-Value Inactive Customers
CUST103,350,1,25,1,25.0,59,Female,Clothing,2023-01-17,2,Low-Value Inactive Customers
CUST104,205,1,1000,2,500.0,34,Female,Beauty,2023-06-11,0,High-Value Inactive Customers
CUST105,161,1,500,1,500.0,22,Female,Electronics,2023-07-25,1,Low-Value Recent Customers
CUST106,229,1,50,1,50.0,46,Female,Clothing,2023-05-18,2,Low-Value Inactive Customers
CUST107,333,1,1200,4,300.0,21,Female,Clothing,2023-02-03,0,High-Value Inactive Customers
CUST108,258,1,75,3,25.0,27,Female,Beauty,2023-04-19,2,Low-Value Inactive Customers
CUST109,76,1,2000,4,500.0,34,Female,Electronics,2023-10-18,3,High-Value Recent Customers
CUST110,205,1,900,3,300.0,27,Male,Clothing,2023-06-11,0,High-Value Inactive Customers
CUST111,258,1,1500,3,500.0,34,Female,Electronics,2023-04-19,0,High-Value Inactive Customers
CUST112,31,1,1500,3,500.0,37,Male,Clothing,2023-12-02,3,High-Value Recent Customers
CUST113,111,1,50,2,25.0,41,Female,Electronics,2023-09-13,1,Low-Value Recent Customers
CUST114,164,1,100,4,25.0,22,Female,Beauty,2023-07-22,1,Low-Value Recent Customers
CUST115,37,1,1500,3,500.0,51,Male,Clothing,2023-11-26,3,High-Value Recent Customers
CUST116,132,1,30,1,30.0,23,Female,Clothing,2023-08-23,1,Low-Value Recent Customers
CUST117,293,1,1000,2,500.0,19,Male,Electronics,2023-03-15,0,High-Value Inactive Customers
CUST118,231,1,2000,4,500.0,30,Female,Electronics,2023-05-16,0,High-Value Inactive Customers
CUST119,295,1,150,3,50.0,60,Female,Clothing,2023-03-13,2,Low-Value Inactive Customers
CUST120,240,1,50,1,50.0,60,Male,Beauty,2023-05-07,2,Low-Value Inactive Customers
CUST121,79,1,200,4,50.0,28,Female,Electronics,2023-10-15,1,Low-Value Recent Customers
CUST122,91,1,120,4,30.0,64,Male,Electronics,2023-10-03,1,Low-Value Recent Customers
CUST123,232,1,60,2,30.0,40,Female,Electronics,2023-05-15,2,Low-Value Inactive Customers
CUST124,67,1,2000,4,500.0,33,Male,Clothing,2023-10-27,3,High-Value Recent Customers
CUST125,147,1,100,2,50.0,48,Male,Clothing,2023-08-08,1,Low-Value Recent Customers
CUST126,68,1,90,3,30.0,28,Female,Clothing,2023-10-26,1,Low-Value Recent Customers
CUST127,162,1,50,2,25.0,33,Female,Clothing,2023-07-24,1,Low-Value Recent Customers
CUST128,181,1,500,1,500.0,25,Male,Beauty,2023-07-05,1,Low-Value Recent Customers
CUST129,254,1,600,2,300.0,21,Female,Beauty,2023-04-23,2,Low-Value Inactive Customers
CUST130,296,1,500,1,500.0,57,Female,Clothing,2023-03-12,2,Low-Value Inactive Customers
CUST131,106,1,600,2,300.0,21,Female,Beauty,2023-09-18,1,Low-Value Recent Customers
CUST132,114,1,200,4,50.0,42,Male,Electronics,2023-09-10,1,Low-Value Recent Customers
CUST133,320,1,900,3,300.0,20,Male,Electronics,2023-02-16,0,High-Value Inactive Customers
CUST134,342,1,50,1,50.0,49,Male,Electronics,2023-01-25,2,Low-Value Inactive Customers
CUST135,310,1,50,2,25.0,20,Male,Clothing,2023-02-26,2,Low-Value Inactive Customers
CUST136,288,1,600,2,300.0,44,Male,Electronics,2023-03-20,2,Low-Value Inactive Customers
CUST137,45,1,1000,2,500.0,46,Male,Beauty,2023-11-18,3,High-Value Recent Customers
CUST138,285,1,200,4,50.0,49,Male,Clothing,2023-03-23,2,Low-Value Inactive Customers
CUST139,18,1,2000,4,500.0,36,Male,Beauty,2023-12-15,3,High-Value Recent Customers
CUST140,150,1,30,1,30.0,38,Male,Electronics,2023-08-05,1,Low-Value Recent Customers
CUST141,61,1,50,1,50.0,22,Female,Electronics,2023-11-02,1,Low-Value Recent Customers
CUST142,334,1,1200,4,300.0,35,Male,Electronics,2023-02-02,0,High-Value Inactive Customers
CUST143,169,1,50,1,50.0,45,Female,Clothing,2023-07-17,1,Low-Value Recent Customers
CUST144,171,1,1500,3,500.0,59,Female,Beauty,2023-07-15,3,High-Value Recent Customers
CUST145,61,1,75,3,25.0,39,Female,Clothing,2023-11-02,1,Low-Value Recent Customers
CUST146,127,1,200,4,50.0,38,Male,Clothing,2023-08-28,1,Low-Value Recent Customers
CUST147,96,1,300,1,300.0,23,Male,Electronics,2023-09-28,1,Low-Value Recent Customers
CUST148,238,1,60,2,30.0,18,Male,Clothing,2023-05-09,2,Low-Value Inactive Customers
CUST149,83,1,75,3,25.0,22,Male,Clothing,2023-10-11,1,Low-Value Recent Customers
CUST150,361,1,120,4,30.0,58,Female,Electronics,2023-01-06,2,Low-Value Inactive Customers
CUST151,18,1,50,1,50.0,29,Male,Clothing,2023-12-15,1,Low-Value Recent Customers
CUST152,308,1,2000,4,500.0,43,Male,Electronics,2023-02-28,0,High-Value Inactive Customers
CUST153,17,1,1000,2,500.0,63,Male,Electronics,2023-12-16,3,High-Value Recent Customers
CUST154,92,1,900,3,300.0,51,Male,Electronics,2023-10-02,3,High-Value Recent Customers
CUST155,230,1,2000,4,500.0,31,Male,Electronics,2023-05-17,0,High-Value Inactive Customers
CUST156,38,1,100,4,25.0,43,Female,Clothing,2023-11-25,1,Low-Value Recent Customers
CUST157,192,1,2000,4,500.0,62,Male,Electronics,2023-06-24,0,High-Value Inactive Customers
CUST158,309,1,600,2,300.0,44,Female,Electronics,2023-02-27,2,Low-Value Inactive Customers
CUST159,216,1,200,4,50.0,26,Male,Clothing,2023-05-31,2,Low-Value Inactive Customers
CUST160,144,1,100,2,50.0,43,Female,Clothing,2023-08-11,1,Low-Value Recent Customers
CUST161,286,1,1000,2,500.0,64,Male,Beauty,2023-03-22,0,High-Value Inactive Customers
CUST162,134,1,60,2,30.0,39,Male,Clothing,2023-08-21,1,Low-Value Recent Customers
CUST163,365,1,150,3,50.0,64,Female,Clothing,2023-01-02,2,Low-Value Inactive Customers
CUST164,232,1,1500,3,500.0,47,Female,Beauty,2023-05-15,0,High-Value Inactive Customers
CUST165,110,1,1200,4,300.0,60,Female,Clothing,2023-09-14,3,High-Value Recent Customers
CUST166,275,1,2000,4,500.0,34,Male,Clothing,2023-04-02,0,High-Value Inactive Customers
CUST167,107,1,150,3,50.0,43,Female,Clothing,2023-09-17,1,Low-Value Recent Customers
CUST168,312,1,300,1,300.0,53,Male,Clothing,2023-02-24,2,Low-Value Inactive Customers
CUST169,46,1,1500,3,500.0,18,Male,Beauty,2023-11-17,3,High-Value Recent Customers
CUST170,214,1,50,2,25.0,25,Female,Clothing,2023-06-02,2,Low-Value Inactive Customers
CUST171,39,1,900,3,300.0,52,Female,Clothing,2023-11-24,3,High-Value Recent Customers
CUST172,107,1,50,2,25.0,32,Male,Beauty,2023-09-17,1,Low-Value Recent Customers
CUST173,55,1,120,4,30.0,64,Male,Electronics,2023-11-08,1,Low-Value Recent Customers
CUST174,265,1,300,1,300.0,39,Female,Beauty,2023-04-12,2,Low-Value Inactive Customers
CUST175,288,1,100,4,25.0,31,Female,Electronics,2023-03-20,2,Low-Value Inactive Customers
CUST176,175,1,100,2,50.0,43,Female,Beauty,2023-07-11,1,Low-Value Recent Customers
CUST177,284,1,100,2,50.0,45,Male,Beauty,2023-03-24,2,Low-Value Inactive Customers
CUST178,90,1,60,2,30.0,40,Male,Clothing,2023-10-04,1,Low-Value Recent Customers
CUST179,95,1,300,1,300.0,31,Male,Electronics,2023-09-29,1,Low-Value Recent Customers
CUST180,366,1,900,3,300.0,41,Male,Clothing,2023-01-01,0,High-Value Inactive Customers
CUST181,60,1,1200,4,300.0,19,Male,Electronics,2023-11-03,3,High-Value Recent Customers
CUST182,201,1,120,4,30.0,62,Male,Beauty,2023-06-15,2,Low-Value Inactive Customers
CUST183,116,1,900,3,300.0,43,Female,Beauty,2023-09-08,3,High-Value Recent Customers
CUST184,357,1,200,4,50.0,31,Male,Electronics,2023-01-10,2,Low-Value Inactive Customers
CUST185,309,1,25,1,25.0,24,Male,Clothing,2023-02-27,2,Low-Value Inactive Customers
CUST186,181,1,200,4,50.0,20,Male,Clothing,2023-07-05,1,Low-Value Recent Customers
CUST187,209,1,100,2,50.0,64,Female,Clothing,2023-06-07,2,Low-Value Inactive Customers
CUST188,244,1,75,3,25.0,40,Male,Clothing,2023-05-03,2,Low-Value Inactive Customers
CUST189,337,1,50,1,50.0,63,Male,Beauty,2023-01-30,2,Low-Value Inactive Customers
CUST190,243,1,90,3,30.0,60,Female,Beauty,2023-05-04,2,Low-Value Inactive Customers
CUST191,76,1,25,1,25.0,64,Male,Beauty,2023-10-18,1,Low-Value Recent Customers
CUST192,326,1,100,2,50.0,62,Male,Beauty,2023-02-10,2,Low-Value Inactive Customers
CUST193,323,1,1500,3,500.0,35,Male,Beauty,2023-02-13,0,High-Value Inactive Customers
CUST194,118,1,200,4,50.0,55,Male,Clothing,2023-09-06,1,Low-Value Recent Customers
CUST195,331,1,30,1,30.0,52,Male,Clothing,2023-02-05,2,Low-Value Inactive Customers
CUST196,94,1,900,3,300.0,32,Female,Clothing,2023-09-30,3,High-Value Recent Customers
CUST197,302,1,200,4,50.0,42,Female,Clothing,2023-03-06,2,Low-Value Inactive Customers
CUST198,301,1,900,3,300.0,54,Female,Beauty,2023-03-07,0,High-Value Inactive Customers
CUST199,29,1,1500,3,500.0,45,Male,Beauty,2023-12-04,3,High-Value Recent Customers
CUST200,123,1,150,3,50.0,27,Male,Beauty,2023-09-01,1,Low-Value Recent Customers
CUST201,85,1,25,1,25.0,56,Male,Electronics,2023-10-09,1,Low-Value Recent Customers
CUST202,282,1,1200,4,300.0,34,Female,Clothing,2023-03-26,0,High-Value Inactive Customers
CUST203,231,1,1000,2,500.0,56,Male,Clothing,2023-05-16,0,High-Value Inactive Customers
CUST204,96,1,25,1,25.0,39,Male,Beauty,2023-09-28,1,Low-Value Recent Customers
CUST205,56,1,25,1,25.0,43,Female,Clothing,2023-11-07,1,Low-Value Recent Customers
CUST206,150,1,25,1,25.0,61,Male,Clothing,2023-08-05,1,Low-Value Recent Customers
CUST207,258,1,50,2,25.0,42,Female,Beauty,2023-04-19,2,Low-Value Inactive Customers
CUST208,90,1,200,4,50.0,34,Female,Electronics,2023-10-04,1,Low-Value Recent Customers
CUST209,13,1,200,4,50.0,30,Female,Electronics,2023-12-20,1,Low-Value Recent Customers
CUST210,264,1,200,4,50.0,37,Male,Electronics,2023-04-13,2,Low-Value Inactive Customers
CUST211,1,1,1500,3,500.0,42,Male,Beauty,2024-01-01,3,High-Value Recent Customers
CUST212,207,1,1500,3,500.0,21,Male,Clothing,2023-06-09,0,High-Value Inactive Customers
CUST213,162,1,1500,3,500.0,27,Male,Beauty,2023-07-24,3,High-Value Recent Customers
CUST214,23,1,60,2,30.0,20,Male,Beauty,2023-12-10,1,Low-Value Recent Customers
CUST215,34,1,1500,3,500.0,58,Male,Clothing,2023-11-29,3,High-Value Recent Customers
CUST216,175,1,100,2,50.0,62,Male,Electronics,2023-07-11,1,Low-Value Recent Customers
CUST217,142,1,200,4,50.0,35,Female,Electronics,2023-08-13,1,Low-Value Recent Customers
CUST218,102,1,90,3,30.0,64,Male,Beauty,2023-09-22,1,Low-Value Recent Customers
CUST219,135,1,90,3,30.0,53,Female,Electronics,2023-08-20,1,Low-Value Recent Customers
CUST220,305,1,500,1,500.0,64,Male,Beauty,2023-03-03,2,Low-Value Inactive Customers
CUST221,240,1,600,2,300.0,39,Male,Beauty,2023-05-07,2,Low-Value Inactive Customers
CUST222,251,1,120,4,30.0,51,Male,Clothing,2023-04-26,2,Low-Value Inactive Customers
CUST223,334,1,25,1,25.0,64,Female,Clothing,2023-02-02,2,Low-Value Inactive Customers
CUST224,193,1,50,1,50.0,25,Female,Clothing,2023-06-23,2,Low-Value Inactive Customers
CUST225,356,1,100,4,25.0,57,Female,Beauty,2023-01-11,2,Low-Value Inactive Customers
CUST226,65,1,50,1,50.0,61,Female,Clothing,2023-10-29,1,Low-Value Recent Customers
CUST227,83,1,100,2,50.0,36,Male,Electronics,2023-10-11,1,Low-Value Recent Customers
CUST228,249,1,60,2,30.0,59,Female,Electronics,2023-04-28,2,Low-Value Inactive Customers
CUST229,65,1,90,3,30.0,58,Male,Beauty,2023-10-29,1,Low-Value Recent Customers
CUST230,254,1,25,1,25.0,54,Male,Beauty,2023-04-23,2,Low-Value Inactive Customers
CUST231,363,1,150,3,50.0,23,Female,Clothing,2023-01-04,2,Low-Value Inactive Customers
CUST232,330,1,25,1,25.0,43,Female,Beauty,2023-02-06,2,Low-Value Inactive Customers
CUST233,4,1,600,2,300.0,51,Female,Beauty,2023-12-29,1,Low-Value Recent Customers
CUST234,43,1,50,2,25.0,62,Female,Electronics,2023-11-20,1,Low-Value Recent Customers
CUST235,336,1,1000,2,500.0,23,Female,Electronics,2023-01-31,0,High-Value Inactive Customers
CUST236,249,1,25,1,25.0,54,Female,Clothing,2023-04-28,2,Low-Value Inactive Customers
CUST237,332,1,1000,2,500.0,50,Female,Beauty,2023-02-04,0,High-Value Inactive Customers
CUST238,350,1,500,1,500.0,39,Female,Beauty,2023-01-17,2,Low-Value Inactive Customers
CUST239,197,1,1500,3,500.0,38,Male,Electronics,2023-06-19,0,High-Value Inactive Customers
CUST240,330,1,300,1,300.0,23,Female,Beauty,2023-02-06,2,Low-Value Inactive Customers
CUST241,103,1,75,3,25.0,23,Female,Electronics,2023-09-21,1,Low-Value Recent Customers
CUST242,245,1,25,1,25.0,21,Male,Clothing,2023-05-02,2,Low-Value Inactive Customers
CUST243,224,1,900,3,300.0,47,Female,Electronics,2023-05-23,0,High-Value Inactive Customers
CUST244,24,1,100,2,50.0,28,Male,Beauty,2023-12-09,1,Low-Value Recent Customers
CUST245,118,1,90,3,30.0,47,Male,Clothing,2023-09-06,1,Low-Value Recent Customers
CUST246,257,1,50,2,25.0,48,Female,Electronics,2023-04-20,2,Low-Value Inactive Customers
CUST247,90,1,60,2,30.0,41,Male,Electronics,2023-10-04,1,Low-Value Recent Customers
CUST248,299,1,900,3,300.0,26,Male,Clothing,2023-03-09,0,High-Value Inactive Customers
CUST249,74,1,50,1,50.0,20,Male,Clothing,2023-10-20,1,Low-Value Recent Customers
CUST250,71,1,50,1,50.0,48,Male,Electronics,2023-10-23,1,Low-Value Recent Customers
CUST251,124,1,200,4,50.0,57,Female,Beauty,2023-08-31,1,Low-Value Recent Customers
CUST252,242,1,300,1,300.0,54,Male,Electronics,2023-05-05,2,Low-Value Inactive Customers
CUST253,124,1,2000,4,500.0,53,Female,Clothing,2023-08-31,3,High-Value Recent Customers
CUST254,158,1,500,1,500.0,41,Male,Electronics,2023-07-28,1,Low-Value Recent Customers
CUST255,269,1,30,1,30.0,48,Male,Clothing,2023-04-08,2,Low-Value Inactive Customers
CUST256,318,1,1000,2,500.0,23,Male,Clothing,2023-02-18,0,High-Value Inactive Customers
CUST257,317,1,2000,4,500.0,19,Male,Beauty,2023-02-19,0,High-Value Inactive Customers
CUST258,29,1,50,1,50.0,37,Female,Clothing,2023-12-04,1,Low-Value Recent Customers
CUST259,146,1,200,4,50.0,45,Female,Clothing,2023-08-09,1,Low-Value Recent Customers
CUST260,185,1,60,2,30.0,28,Male,Beauty,2023-07-01,2,Low-Value Inactive Customers
CUST261,150,1,50,2,25.0,21,Male,Clothing,2023-08-05,1,Low-Value Recent Customers
CUST262,156,1,120,4,30.0,32,Female,Beauty,2023-07-30,1,Low-Value Recent Customers
CUST263,127,1,60,2,30.0,23,Male,Beauty,2023-08-28,1,Low-Value Recent Customers
CUST264,339,1,900,3,300.0,47,Male,Clothing,2023-01-28,0,High-Value Inactive Customers
CUST265,22,1,900,3,300.0,55,Male,Clothing,2023-12-11,3,High-Value Recent Customers
CUST266,32,1,60,2,30.0,19,Female,Electronics,2023-12-01,1,Low-Value Recent Customers
CUST267,36,1,90,3,30.0,32,Female,Beauty,2023-11-27,1,Low-Value Recent Customers
CUST268,316,1,30,1,30.0,28,Female,Electronics,2023-02-20,2,Low-Value Inactive Customers
CUST269,335,1,2000,4,500.0,25,Male,Clothing,2023-02-01,0,High-Value Inactive Customers
CUST270,160,1,300,1,300.0,43,Male,Electronics,2023-07-26,1,Low-Value Recent Customers
CUST271,193,1,120,4,30.0,62,Female,Beauty,2023-06-23,2,Low-Value Inactive Customers
CUST272,311,1,100,2,50.0,61,Female,Electronics,2023-02-25,2,Low-Value Inactive Customers
CUST273,239,1,50,1,50.0,22,Female,Beauty,2023-05-08,2,Low-Value Inactive Customers
CUST274,268,1,1000,2,500.0,23,Female,Clothing,2023-04-09,0,High-Value Inactive Customers
CUST275,269,1,1000,2,500.0,43,Male,Clothing,2023-04-08,0,High-Value Inactive Customers
CUST276,92,1,100,4,25.0,21,Female,Beauty,2023-10-02,1,Low-Value Recent Customers
CUST277,137,1,100,4,25.0,36,Male,Clothing,2023-08-18,1,Low-Value Recent Customers
CUST278,295,1,100,4,25.0,37,Female,Clothing,2023-03-13,2,Low-Value Inactive Customers
CUST279,150,1,500,1,500.0,50,Male,Clothing,2023-08-05,1,Low-Value Recent Customers
CUST280,273,1,1500,3,500.0,37,Female,Clothing,2023-04-04,0,High-Value Inactive Customers
CUST281,224,1,2000,4,500.0,29,Female,Beauty,2023-05-23,0,High-Value Inactive Customers
CUST282,130,1,200,4,50.0,64,Female,Electronics,2023-08-25,1,Low-Value Recent Customers
CUST283,239,1,500,1,500.0,18,Female,Electronics,2023-05-08,2,Low-Value Inactive Customers
CUST284,328,1,200,4,50.0,43,Male,Clothing,2023-02-08,2,Low-Value Inactive Customers
